,pmcid,HasRestingState,annotator_name,Exclude,Modality,TaskName,TaskDescription,Condition,ContrastDefinition
9308012,9308012,False,delavega-aliceoverlap,,['fMRI-BOLD'],['Trust Game task'],"['participants played with a computer, a stranger, and a close friend who accompanied them to the experiment.', 'MRI participants were told that they would be playing a game called the investment game in real time with their friend, the stranger and a computer partner. On a given trial of the task, the MRI participant would play with one of their three partners as indicated by a photo and name presented on the screen. Participants were instructed that they would start each trial with $8 and that they would have a choice between sending (investing) different proportions of that $8 to their partner on a given trial. The amounts that could be sent varied on a trial to trial basis, ranging from $0-$8. Participants would have up to 3 s to indicate via a button press on an MRI compatible response box which of the two investment options they preferred. Participants were instructed that whatever amount they chose to invest would be multiplied by a factor of 3 (i.e., an investment of $6 would become $18 for the partner), and that their partner could decide to split the multiplied amount evenly with them (reciprocate) or keep it all for themselves (defect). Upon entering their response, participants would see a screen that said ‘waiting’, (1.5 s) during which time they believed that their decision was being presented to their partner in another room in the research suite. After the waiting screen, a variable ISI was presented (mean = 1.42 s), and participants were then notified (2 s) whether their partner decided to split that amount evenly with them (reciprocate) or keep (defect) all of the money. Unbeknownst to participants, all outcomes were predetermined, and all partners were preprogrammed to reciprocate 50% of the time as per our previous work ( ). ']","['computer', 'stranger', 'friend', 'reciprocate', 'defect']","['reciprocate > defect', 'partner x group interaction', 'difference in striatal BOLD for reciprocate > defect for friends > strangers on the difference in reported social closeness', 'age-related differences in responses to trust game outcomes']"
9454014,9454014,False,delavega-aliceoverlap,,['fMRI-BOLD'],['Food Cue Reactivity Task'],"['It consisted of 44 food images [22 high energy-dense foods (HED), e.g., ice cream, cookies; 22 low energy-dense foods (LED), e.g., salad, fruit] matched on valence, arousal, image complexity, brightness, and hue, and 44 degraded images to serve as a visual baseline. Objective values of image properties were obtained with a photo editing program (GIMP, Berkeley, CA). Matching was confirmed by employee ratings. Degraded images were created from the food images using Image Shuffle (San Diego, CA). To improve signal in the primary task condition and contrast of interest, food images were presented twice each; degraded images were presented once. Each picture was presented for 1,750 ms followed by a fixation cross presented for 250–4,250 ms. Participants were asked to indicate whether they “liked,” “disliked,” or felt “neutral” about each image by pressing a corresponding button within 2,000 ms of image presentation; ratings and reaction times were logged via a fiber-optic response box. Total duration of the task was 5:54 min, and included an initial 9 s fixation period to allow for magnetization stabilization (excluded from analyses). ']","['real deflation', 'sham-deflation']",['deflation compared to sham condition']
9729227,9729227,True,delavega_nv,,['fMRI-BOLD'],[],,,
9837608,9837608,False,delavega_nv,,['fMRI-BOLD'],['Synchronization task'],"['To measure real-time synchronization among interacting participants, the study used a computer-based movement synchronization multiagent paradigm ( ). This game allows individuals to interact nonverbally by controlling the movement of circle-shaped figures with different colors. The displays are fully synchronized as the computers are connected via a closed network. During the game, each player faces a screen with a rectangle presented on it. The participants are instructed to imagine that the rectangle represents a room. At the beginning of the game, two circles appear on the screens, and each player is assigned one of them (blue, red). Participants are instructed to imagine that the circle represents them, as they are moving in the room. The participant in the scanner uses the response box, while the participant outside the scanner uses a keyboard to control the movement of the circles. \n\nThe task includes three conditions. (i) Random condition—each participant controls the movement of the circle that was assigned to them. The other circle’s movement is controlled by the computer and is randomized. The participants are aware that the other circle is controlled by a computer. (ii) Free condition—each participant controls the movement of the circle that was assigned to them, and the other circle is controlled by the other participant. Participants are aware that the other circle is controlled by the other participant and are instructed to move their circle freely. (iii) Sync condition—this condition is similar to the free condition; however, the participants are instructed to synchronize their movement to the best of their ability. The order of the conditions was maintained for all participants as was established in a previous study ( ) so that instructed synchrony will not affect the emergence of spontaneous synchrony right after it. ']","['Random', 'Free', 'Sync']",
9910278,9910278,False,delavega_nv,,['fMRI-BOLD'],"['emotion reappraisal', 'dietary self-control']",,"['reappraise positive', 'reappraise negative', 'view positive', 'view negative', 'view neutral', 'palatable and unhealthy', 'healthy and unpalatable']",
9949505,9949505,False,delavega_nv,,['fMRI-BOLD'],['Social incentive delay task'],"['Each trial consists of an anticipation cue (circle, diamond or triangle), a jittered crosshair delay, a target (white square) signaling participants to press a button and feedback (e.g. reward/threat). Each cue and corresponding feedback depicted in the lower panel of the figure. ']",,"['anticipation of threat   vs   neutral', 'anticipation of reward   vs   neutral']"
10028637,10028637,True,delavega_nv,,['fMRI-BOLD'],['n/a'],,,
10031743,10031743,True,delavega_nv,,"['StructuralMRI', 'DiffusionMRI', 'fMRI-CBF']",[],,,
10129386,10129386,True,delavega_nv,,['fMRI-BOLD'],"['verbal self-referential processing (SRP)', 'checking-in']","['participants were administered a set of trait adjectives from the Affective Norms of Emotion Words database ( ). The original 20 positive and 20 negative trait adjectives were translated to Swedish by the first author, slightly modified to make the words more relevant in Swedish, and divided into blocks of five words each, which were either all positive or all negative. To each block, one ‘fluid’ word and one ‘constant’ word judged to be of the same valence as the rest of the block were added (total 16 words relating to fluidity/solidity). Examples of such words were ‘beständig’ (durable; positive-constant), ‘dynamisk’ (dynamic; positive-fluid), ‘statisk’ (static; negative-constant), and ‘flyktig’ (volatile; negative-fluid). Half of the words, evenly distributed across positive and negative, were presented in uppercase, and the other half in lowercase letters. Each word was presented for 3 s, resulting in a total of 21\u2009s per seven-word block. A fixation cross was presented for 4 s between each block. The blocks were presented three times, once in conjunction with each of three questions: ‘describes me?’ (Self condition), ‘is positive?’ (Valence condition), and ‘is uppercase?’ (Case condition). While Self was the condition of primary interest, Valence was included as a close control condition, and Case as a disparate control condition. Block order was the same across participants and was pseudo-randomized, so that no block type was presented two times in a row. The duration of this run was 10.48\u2009minutes (540 TRs of 1.2 s each), and the field of view was 224\u2009×\u2009232\u2009×\u200997 mm , comprising 44 dynamic slices. ', 'This task was also presented through E-prime and consisted of simple math questions interspersed with presentations of shapes (circle, square, triangle, or arrow). Participants were instructed beforehand to ‘focus on the centre of your experience, the “experiencer” or “observer”’ whenever the arrow was presented. Again, while Arrow was the condition of interest, Symbol was a close control condition, and Math a disparate control condition. The duration of math blocks (three questions per block) and arrow blocks were fixed to 12\u2009s, whereas the duration of the other symbols was jittered (randomized between two and eight TRs), so that the average was 12\u2009s per block of two symbols. The order of the three conditions (Math, Arrow, and Symbol) was the same for all participants and was pseudo-randomized, so that no block type was presented more than twice in a row. The duration of this run was 12\u2009minutes (600 TRs of 1.2 s each), and the field of view was 224\u2009×\u2009232\u2009×\u200997 mm , comprising 44 dynamic slices. ']","['Self', 'Valence', 'Case', 'Arrow', 'Symbol', 'Math', 'condition']","['Self vs. Valence', 'Arrow vs. Symbol']"
10147761,10147761,False,delavega_nv,['MetaAnalysis'],,[],,,
10318245,10318245,False,delavega_nv,['MetaAnalysis'],,[],,,
10458690,10458690,False,delavega_nv,,['fMRI-BOLD'],['Classmates task'],"['During the Classmates task, which was adapted from  , participants viewed yearbook photos of their peers from school. The yearbook photos (i.e., targets) used in the task were selected based on the sociometric data from the previous year (wave 1), because of the time required to process the sociometric data and create the scan task. However, we ran correlations between wave 1 and wave 2 for all four sociometric categories to establish that peer status was highly stable across years (i.e. High Popularity: r\xa0=\xa00.67, p\xa0<\xa0.001; Low Popularity: r\xa0=\xa00.76, p\xa0<\xa0.001; High Social Preference: r\xa0=\xa00.80, p\xa0<\xa0.001; Low Social Preference: r\xa0=\xa00.81, p\xa0<\xa0.001) in line with prior research ( ). To be selected as a target for the task, the peer needed to have a sociometric z-score between 1 and 5 (representing 1–5\xa0SD above the mean on popularity/social preference in their school and grade) or between −\xa01 and −\xa05 (representing 1–5\xa0SD below the mean on popularity/social preference in their school and grade). One version of the task was created for each grade level within each school (three middle schools, each with 2 grades, resulting in six versions total). The task had four conditions: High social preference (i.e., z-score between 1 and 5 on social preference), low social preference (i.e., z-score between −1 and −5 on social preference), high popularity (e.g., z-score between 1 and 5 on popularity), and low popularity (i.e., z-score between −1 and −5 on popularity). Within each condition, there were 10 targets, and we aimed for an equal number of boys and girls within each condition. Due to a data management error, z-scores for the targets from one of the schools (two of the six task versions) were incorrect and did not necessarily fall within the criteria (i.e., z-score between ±\xa01 and 5). Popularity and social preference scores were recalculated for the target images in these task versions. For one group of participants (n\xa0=\xa020), there were a sufficient number of target images that still fit the criteria for each condition (High Popularity =\xa09, Low Popularity =\xa08, High Social Preference = 8, Low Social Preference =\xa010), so these participants were included. For the other group, there were an insufficient number of target images fitting the criteria (e.g., as few as 5) in the conditions, so these participants (n\xa0=\xa015) were excluded. Across all versions of the task that were retained, the average z-score within each condition was approximately 2 (see supplement for details). There was no overlap in the targets across conditions, such that each target belonged in only one sociometric category and appeared in only one condition. No participants were included as targets so that no participant would see their own image. Target photos were obtained from school yearbooks from the previous school year, the same year the sociometric ratings were collected. Yearbook photos were digitized into JPEG images. ']","['High social preference ', 'low social preference', 'high popularity', 'low popularity']",
10597625,10597625,False,delavega-aliceoverlap,,['fMRI-BOLD'],['single-cue conditioning paradigm'],"['The experimental design was based on the one used by   and  . The main task consisted of three runs (i.e.\xa0functional runs in the scanner) of 45 trials per run for a total of 135 trials across all three runs. Half the trials were CS-alone trials in which the US was omitted. In the other half of the trials (CS–US pairs), the CS co-terminated with the US. In each run, the 45 trials were presented as sequences of one-in-a-row (single), two-in-a-row (double) or three-in-a-row (triple) CS\u2009+\u2009US trials and sequences of one-in-a-row (single), two-in-a-row (double) or three-in-a-row (triple) CS-alone trials\xa0( ). The sequences were designed to conform to a binomial distribution of two equally probable events (CS-alone trials and CS\u2009+\u2009US trials). In a given run, the various sequences were randomly shuffled, following a method adopted from Nicks (1959). Additionally, a CS-alone trial was added at the end of each run to measure expectancy ratings and brain activity related to the last sequence of the run. ']","['CS\u2009+\u2009US', 'CS-alone']","['expectancy   vs   the associative strength', 'triple CS\u2009+\u2009US   vs   triple CS-alone', 'double CS\u2009+\u2009US   vs   double CS-alone', 'single CS\u2009+\u2009US   vs   single CS-alone', 'all CS\u2009+\u2009US   vs   all CS-alone', 'shock   vs   no-shock']"
10615837,10615837,False,delavega_nv,,['fMRI-BOLD'],"['semantic judgment task', 'non-verbal tone judgment task']","['In both tasks, participants were required to decide whether an auditory stimulus matches with a presented image via yes/no-button press using the index and middle finger of their left hand. The left hand was used to shift motor activity related to the button press to the right hemisphere. The order of buttons was counterbalanced across participants. Tasks were presented in mini-blocks of four trials per task and blocks were separated by short rest intervals. Individual trials were 3.5\xa0s long including presentation of auditory and visual stimulus, and button press by the participant. Each run included 88 stimuli with 32 items per condition of semantic judgment and 24 items of tone judgment. Participants completed two runs per session. ']","['low demand', 'high demand']",
10634720,10634720,False,delavega-aliceoverlap,['MetaAnalysis'],,[],,,
10637045,10637045,False,delavega_nv,,['fMRI-BOLD'],['multiple-threat paradigm'],"['On the study day, visceral and somatic pain thresholds were initially determined based on ratings of gradually increasing stimulus intensities, as previously accomplished.  Individual pain thresholds served as anchor for the subsequent calibration and matching procedures. During calibration, stimulus intensities for each pain modality were identified based on perceived pain intensity ratings within the target range of 60 to 80 mm on digitised visual analogue scales [VAS] with endpoints labelled ‘not painful’ [0] and ‘extremely painful’ [100], respectively. This procedure allows the determination of individual stimulation intensities [distension pressure for the visceral modality and temperature for the somatic modality] inducing adequately painful sensations for use in within-subject application of repeated pain stimuli during brain imaging. Afterwards, to ensure comparability across modalities, visceral and somatic perceived pain intensities were matched. For this purpose, visceral stimuli were presented together with thermal stimuli and participants were asked to compare the stimuli using Likert-type response options indicating more, less, or equally painful stimuli. If the rating showed a deviation, the intensity of thermal stimuli was successively adjusted until ratings indicated equal perception at least twice consecutively. As in our previous work,  stimulus durations were adjusted for each individual, aiming at matched durations of ascending [increasing pressure and temperature, respectively] and plateau phases [stable pressure and temperature, respectively] of visceral and thermal stimulation [total stimulus duration per stimulus: 20 s]. The stimulation intensities resulting from the matching procedure in patients with UC were comparable to those in healthy volunteers and patients with IBS, for both thermal stimuli [UC: 45.43\u2005±\u20050.36°C; HC: 45.20\u2005±\u20050.30°C; IBS: 43.83\u2005±\u20050.70°C] and rectal distensions [UC: 32.60\u2005±\u20051.87 mmHg; HC: 38.16\u2005±\u20052.25 mmHg; IBS: 34.78\u2005±\u20052.15 mmHg]. ']","['visceral stimulation', 'somatic stimulation']","['PAIN \u2005>\u2005PAIN', 'PAIN \u2005<\u2005PAIN']"
10641579,10641579,False,delavega-aliceoverlap,,['fMRI-BOLD'],['Chatroom task'],"[""In this task, at the first visit, participants were asked to classify half of the 60 adolescents' photographs into the peers that they wanted to chat with (liked peers) and another half of the photographs into the peers that they did not want to chat with (unliked peers). At the second visit, in the fMRI scanner, participants received feedback indicating whether each of 60 adolescents were interested in chatting with them (acceptance) or not (rejection) or did not rate their interest (not rated), and reported how receiving this social feedback made them feel."", 'an experimental paradigm that simulates social evaluation ( ,  ). The task consists of a selection phase (out of scanner) and a feedback phase (in scanner) administered in two visits.', '#### Visit 1 (Selection Phase) \n  \nParticipants were told they were participating in a nationwide study about how teenagers communicate with each other on the internet, and that they would chat online with a peer selected for them based on similar interests from among participants at the other study sites. To enhance believability, participants created an online profile describing their interests and were told they would have their photograph taken. Participants then completed the selection phase whereby they viewed 60 photographs of mid- to late-adolescents (30 boys, 30 girls) and then placed 30 peers into an “interested” (liked) and 30 into a “not interested” (unliked) onscreen bin. Peer photographs were taken from stimulus sets used in past studies (e.g.,  ). Participants were told the other peers would indicate whether they wanted to chat with the participant using the same procedure. \n\n\n#### Visit 2 (Feedback Phase) \n  \nDuring visit two, participants completed the feedback phase of the task while undergoing an MRI scan. Participants were told they would chat online at the end of the visit with the peer selected for them. The fMRI feedback task included 60 trials. On each trial, for 2\xa0s, the photograph of each peer for whom participants had previously indicated their interest was displayed, and a reminder appeared about whether participants had judged the peer as one of interest (liked) or not (unliked). An inter-stimulus interval of 2, 4, 6, or 8\xa0s was included in equal numbers per duration length across the 60 trials (i.e., 15 trials). Next, for 1\xa0s, participants viewed feedback indicating whether the presented peer wanted to interact with the participants (i.e., acceptance feedback; “  He/she LIKED you  ”), did not want to interact with the participants (i.e., rejection feedback; “  He/she DID NOT LIKE you  ”), or did not rate their interest of the participants (i.e., “not rated” feedback; “  NOT RATED  ”). We modified a previous version of the chatroom fMRI task ( ,  ) to include a “not rated” condition to have a neutral comparison event for use in fMRI analyses rather than a general baseline. Feedback types were pseudo-randomized with an equal number of trials (i.e., 15 trials) yielding 6 event types that combine participants’ selections and peer feedback condition (i.e., acceptance/rejection/not rated from liked peers, acceptance/rejection/not rated from unliked peers). After feedback was displayed for 1\xa0s, a rating bar was presented and participants indicated with an MRI response box, “How does this make you feel?” on a scale of 1\xa0=\xa0very bad to 5\xa0=\xa0great within a 3-second response duration. An inter-trial interval of 2, 4, 6, or 8\xa0s was included in equal numbers per duration length across the 60 trials (i.e., 15 trials). After the fMRI scan, participants were debriefed and told that no social evaluations were actually performed and they would not chat with a peer at the end of the visit. No adverse reactions to the debriefing occurred. \n']","['reminder of peers that the participants deemed as liked', 'reminder of peers that the participants deemed as unliked', 'receipt of acceptance from liked peers', 'receipt of rejection from liked peers ', 'receipt of “not rated” feedback from liked peers (4\xa0s), (6) receipt of acceptance from unliked peers ', 'receipt of rejection from unliked peers ', 'receipt of “not rated” feedback from unliked peers']","['rejection vs. not rated from liked peers', 'rejection vs. not rated from unliked peers', 'rejection with neutral feedback (baseline comparison)']"
10656574,10656574,False,delavega_nv,,['fMRI-BOLD'],['Classmates task'],"['The task had four conditions: high social preference (i.e.   z  -score between 1 and 5 on social preference), low social preference (i.e.   z  -score between −1 and −5 on social preference), high popularity (e.g. z-score between 1 and 5 on popularity) and low popularity (i.e.   z  -score between −1 and −5 on popularity). Within each condition, there were 10 targets (i.e.\xa040 targets for each participant), and we aimed for an equal number of boys and girls within each condition. Due to a data management error,   z  -scores for the targets in two of the six task versions were incorrect and did not fall within the criteria (i.e.   z  -score between\u2009±\u20091 and 5). Popularity and social preference (i.e. likability) scores were recalculated for the target images in these task versions. For one group of participants (n\u2009=\u200920), there were a sufficient number of target images that fit the criteria for each condition (High Popularity\u2009=\u20099, Low Popularity\u2009=\u20098, High Social Preference\u2009=\u20098, Low Social Preference\u2009=\u200910), so these participants were included, resulting in five groups of participants and study stimuli. For the other groups, there were an insufficient number of target images (e.g. as little as\xa05) in the conditions, so these participants (n\u2009=\u200915) were excluded. The faces in each condition were equally divided by female and male adolescents. We also attempted to build a racially/ethnically diverse paradigm such that each condition contains some faces representing individuals from minoritized groups. Research suggests that social preference (i.e. likability) and popularity are two distinct but correlated sociometric constructs in adolescents ( ). For our stimuli, the correlation between social preference and popularity scores ranged from 0.36 to 0.68 (Group 1:   r  \u2009=\u20090.36,   P  \u2009<\u20090.05; Group 2:   r  \u2009=\u20090.68,   P  \u2009<\u20090.001; Group 3:   r  \u2009=\u20090.56,   P  \u2009<\u20090.001; Group 4:   r  \u2009=\u20090.42,   P  \u2009<\u20090.01, Group 5:   r  \u2009=\u20090.46,   P  \u2009<\u20090.005). The correlation between social preference and popularity scores in the larger dataset from which study stimuli were drawn was 0.46,   P  \u2009<\u20090.001. Each target belonged in only one sociometric category and there was no overlap between targets in the social preference and popularity conditions. We did so to maximize the difference between neural responses to sociometric likability and popularity and increase the statistical power in our analyses. No adolescent participants in this neuroimaging study were included as face stimuli. The average   z  -score within each condition was approximately 2 (absolute value; see  ). We ensured equal distributions of sociometric scores across schools and conditions for the stimuli. \n\nThe Classmates task consisted of 16 blocks, four blocks per condition, presented across two runs. The blocks were presented in a randomized order. Within each block, there were 10 targets chosen to comprise that condition. Peer faces within each block were shown in a fixed order using a randomization algorithm. Participants saw each face 4 times total (2 in each run), with each condition having 40 total trials each. To achieve the power for neuroimaging analysis on visual stimuli, we repeated each peer face across the conditions, in line with previous studies (e.g.  ;  ). We used a 1-back task to ensure that adolescent participants were paying attention to these visual stimuli during scanning, such that each block contained one target that appeared twice in a row. In addition, implicit inferences of social attributes from faces often require face identity recognition processes ( ,  ). A large body of work has shown that 1-back paradigms successfully elicit face identity recognition processes in which participants invoke a mental representation of face identity in the absence of percept ( ;  ;  ). Participants were instructed to press a button with their right pointer finger when a face repeated. Adolescents were not explicitly told to track peer status, which allows us to investigate how the brain spontaneously supports adolescents’ awareness of peer-based social hierarchies in real-world networks. Each face was shown for 1750\u2009ms, and a fixation cross was jittered around an average of 2301\u2009ms (range: 565.8–4936.8\u2009ms; see\xa0 ). We did not include a control condition (e.g. teenagers with equal social attributes from other social networks) to account for other social attributes as it may regress out the phenomenon of our research interest, given that other social attributes (e.g. facial attractiveness, trustworthiness) are inherently correlated with social status in humans ( ). ']","['high social preference', 'low social preference', 'high popularity', 'low popularity']",
10791126,10791126,False,delavega_nv,,['fMRI-BOLD'],"['Empathy-for-pain task', 'Emotional reactivity task']","[' In trials of the Self condition, participants passively received electrical stimuli. In the Other condition, participants experienced how another person (a confederate) received electrical stimuli. The stimuli were either painful or not painful. In the cue phase, an arrow indicated the recipient (downwards: Self; right: Other) and the intensity (blue: not painful; red: painful) of the next stimulus. In the stimulation phase, the stimulus was delivered. After half of the trials, participants were asked to rate the last stimulus. The confederate depicted has given informed consent that his photograph can be published', 'Participants were presented pictures with different content (violent or neutral) and different context (real or game context). After observing a block of pictures, participants rated their current unpleasantness on a visual analog scale from 0 to 100']",,"['Other Pain – Other No Pain', 'Violent – Neutral']"
10990450,10990450,False,delavega_nv,,['fMRI-BOLD'],['Montreal Imaging Stress Task (MIST)'],"['During the 5\u2005min   stress condition   ( A), participants were asked to answer math problems of varying difficulty under time constraints whilst receiving trial-by-trial on screen performance feedback (‘correct’ in green, ‘error’ in red, or ‘timeout’ in yellow). To answer, participants were provided a button box and instructed to navigate left or right on a rotary-dial to the correct digit (between 0 and 9). In addition, a performance bar at the top of the screen continuously displayed the ‘average’ performance of previous participants (artificially set to 80%) as well as the participant’s current performance. Participants were instructed to attain or surpass the average performance of their peers. To induce a high failure rate, the participant’s response time limit got adjusted throughout the task to enforce a range of approximately 20% to 45% correct responses (Dedovic et al.,  ). Specifically, participants were given 10% less time after three consecutive correct responses and 10% more time after three consecutive incorrect or timeout responses. To further induce psychosocial stress, participants were presented with a 5 sec on screen summary of their current performance and were reminded that their ‘performance should be close to or better than the average performance’. This summary was presented at five timepoints during the stress condition. In addition, participants received scripted negative verbal feedback in between runs from a member of the study team saying: ‘Your performance is below average. In order for your data to be used, your performance should be close to or better than the average performance. Please try as hard as you can next round’. \n']","['stress', 'control', 'rest']",['stress (> control)']
11063816,11063816,False,delavega-other,,"['fMRI-BOLD', 'fMRI-BOLD']",['six-alternative forced-choice cued-recognition task'],"['On each trial, a cue and six potential targets were presented simultaneously on the screen. The cue was presented in the middle of the screen with the six possible targets; one target and five foils form the same category (e.g., if the target was hammer, the five foils would be other randomly selected objects from the other events, regardless of closed- vs open-loop or delay vs no-delay status) presented in two rows of three below the cue ( ). Participants had a maximum of 6\u2005s to respond with a button response that corresponded to the target position on the screen and were instructed to be as accurate as possible in the time given. The position of the correct target was randomly selected on each retrieval trial. The cue and six targets were presented until a response was made or when the maximum 6\u2005s limit was reached (M response times  \u2009±\u2009  SD\u2009=\u20092.86\u2005s\u2009±\u20090.42\u2005s). Missing responses (i.e., responses that fell outside the 6\u2005s response window) were treated as incorrect trials for both accuracy and dependency (M percentage of missing responses  \u2009±\u2009  SD\u2009=\u20093.54%\u2009±\u20093.22%). A 2\u2009×\u20092 (loop\u2009×\u2009delay) ANOVA, where the dependent variable was the proportion of missing responses, showed no significant effects (  F  s\u2009<\u20090.37). Thus, any differences in dependency across conditions are unlikely to be caused by assuming missing responses would have been incorrect. Note also that due to the six-alternative forced-choice recognition test, the chance of guessing correctly was relatively low (∼16.7%). ']","['open-loop, delay', 'open-loop, no-delay', 'closed-loop, delay', 'closed-loop, no-delay']","['people', 'locations', 'objects', 'nontarget reinstatement effect, collapsing across the delay and no-delay condition', 'nontarget reinstatement effect differed between the delay and no-delay conditions ', 'differences between closed- and open-loops in the cue and target regions in the delay and no-delay conditions.', 'comparisons between the closed-loop, no-delay and open-loop, delay conditions']"
11078806,11078806,False,delavega_nv,,['fMRI-BOLD'],['stopwatch task'],"['For each trial, participants were presented with a stopwatch that automatically started; they were asked to presss a button to stop the stopwatch within 50 ms of the 5-s time point. If participants stopped the stopwatch within this time window, the trial was deemed a success. In contrast, if participants failed to stop the stopwatch within this time window, the trial was deemed as a failure. To experimentally manipulate the success/failure outcome (without being affected by participants’ performance), participants were shown random numbers on the display of the stopwatch after 3 s; thus, they could not accurately calibrate the correct timing. In some blocks, participants completed the task with a focus on approach goals, where they earned points when they succeeded but did not lose any points when they failed. In other blocks, participants completed the same task with a focus on avoidance goals, where they lost points when they failed but did not earn points when they succeeded. \n\nEach block started with a short instruction indicating the type of the upcoming block (approach = “Will win points if you succeed”; avoidance = “Will lose points if you fail”). Participants needed to press a button within 5 s to indicate that they understood the nature of the upcoming block; when participants did not press a button within 5 s, they were told that they needed to respond quickly and shown the same instruction again. This block instruction was followed by a jittered ISI (between 3 to 7 s) and experimental trials. Each trial started with a cue for 2 s. The cue indicated one of the three different points (3, 1, and 0). In the approach blocks, participants were told that they would earn the presented amount of points when they were successful in the trial, but they would not lose any points if they failed in the trial. In the avoidance blocks, participants were told that they would lose the presented amount of points when they failed in the trial, but they would not earn any points when they were successful. The cue was followed by a jittered ISI (between 3 to 7 s), which was replaced by a stopwatch that automatically started. Participants needed to press a button to stop the stopwatch within the time frame described earlier. Once participants pressed the button, the stopwatch stopped and participants found out whether they were sucessful or not. The outcome was shown for 3.2 s, followed by a jittered ITI (3–7 s) and the next trial. When participants failed to press a button within 6 s after the stoptwatch started, they were told to press the button sooner and a new trial started. The three different point conditions were included to increase the unpredictability of the task and thereby encourage participants to pay attention to the cue of each trial. ']","['approach', 'avoidance', 'control']","['the approach cue > the avoidance cue', 'the avoidance cue > the approach cue', 'the approach cue > the control cue', 'the avoidance cue > the control cue', 'the approach success > the approach failure', 'the approach failure > the approach succes', 'the avoidance success > the avoidance failure', 'the avoidance failure > the avoidance success', 'the approach success > the avoidance success', 'the approach failure > the avoidance failure;', 'the avoidance success > the approach success', 'the avoidance failure > the approach failure']"
